Candidate,Item097,Item098,Item100,Item101,Item104,Item105,Item106,Item107,Item108,Item109,Item115,Item116,Item117,Item118,Item119,Item120,Item121,Item122,Item123,Item124,Item125,Item126,Item127,Item128,Item129,Item130,Item131,Item132,Item133,Item134,Item135,Item136,Item137,Item140,Item141,Item142,Item143,Item144,Item157,Item158,Item159,Item160,Item162,Item163,Item164,Item166,Item167,Item168,Item145,Item147,Item148,Item150,Item151,Item152,Item153,Item154,Item155,Item156,Item183,Item184,Item185,Item186,Item187,Item188,Item189,Item190,Item191,Item192
Cand01174,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , , , , , , , ,0,1,0,1,1,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Cand01176,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1, , , , , , , , ,0,0,0,0,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Cand01185,0,1,1,0,0,1,0,1,0,1,1,1, , , , , , , , ,0,1,0,0,1,0,0,0, , , , , , , , , , ,1,1,1,0,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , , , 
Cand01201,1,1,0,1,1,0,0,1,0,0,1,0, , , , , , , , ,0,0,1,0,0,0,0,0, , , , , , , , , , ,0,1,1,0,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , , , 
Cand01209,0,1,1,1,1,0,0,1,0,1,1,0, , , , , , , , ,0,1,0,0,0,0,1,0, , , , , , , , , , ,0,1,1,0,0,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand01215,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , ,1,0,1,0,1,0,1,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand01223,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,0,0,0,0,1,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , 
Cand01234,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , ,1,0,1,0,1,0,1,1,0,0, , , , , , , , , , , , , , , , , , , , 
Cand01259,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,0,0,1,0,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , 
Cand01267,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,1,1,1,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , 
Cand01286,1,1,0,1,1,1,0,1,0,1,1,0, , , , , , , , ,0,1,1,0,0,0,1,0, , , , , , , , , , ,1,1,1,0,1,1,0,1,0,0, , , , , , , , , , , , , , , , , , , , 
Cand01296,1,1,0,0,1,1,0,1,1,0,1,1, , , , , , , , ,0,1,0,0,1,0,1,0, , , , , , , , , , ,1,0,0,0,0,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand01299,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,1,1,1,1,1,0,1,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand01321,1,1,1,1,1,1,1,1,1,0,1,1, , , , , , , , ,1,1,1,0,1,1,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,1,0,1,0,1,0,1,0
Cand01323,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , ,0,0,1,0,1,0,1,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand01325,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , ,0,0,1,0,1,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand01327,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,1,1,1,0,1,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand01336,1,1,1,1,1,1,1,1,0,1,1,1, , , , , , , , ,0,1,1,0,1,1,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Cand01347,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,1,0,1,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , 
Cand01353,0,1,0,1,1,1,1,1,0,0,1,0, , , , , , , , ,0,1,1,0,0,0,0,0, , , , , , , , , , ,1,1,1,0,1,1,0,1,0,0, , , , , , , , , , , , , , , , , , , , 
Cand01369,1,1,1,1,1,1,1,0,0,0,1,0, , , , , , , , ,0,1,0,0,0,0,0,0, , , , , , , , , , ,1,1,1,0,0,0,0,1,1,1, , , , , , , , , , , , , , , , , , , , 
Cand01376,0,1,0,1,1,1,0,1,0,1,1,1, , , , , , , , ,0,1,1,0,0,0,1,0, , , , , , , , , , ,1,1,1,0,0,0,1,0,0,0, , , , , , , , , , , , , , , , , , , , 
Cand01395,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,0,0,0,0,1,0,0,0, , , , , , , , , , 
Cand01412,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,0,0,0,1,1,0,1,0, , , , , , , , , , 
Cand01418,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1, , , , , , , , , , , , , , , , , , ,1,0,1,0,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , 
Cand01422,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,0,0,1,1,0,0,0,0, , , , , , , , , , 
Cand01424,0,1,1,1,1,1,0,1,0,1,1,1, , , , , , , , ,0,1,1,0,1,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Cand01429,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1, , , , , , , , , , , , , , , , , , ,0,0,1,0,0,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand01437,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , ,1,1,1,0,1,0,0,1,1,0, , , , , , , , , , , , , , , , , , , , 
Cand01442,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,1,0,0,0,0, , , , , , , , , , 
Cand01444,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,1,1,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , 
Cand01449,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,1,0,0,0,0,0,0, , , , , , , , , , 
Cand01459,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1, , , , , , , , ,1,0,0,0,1,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Cand01460,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,0,1,0,0,1,0,0,1, , , , , , , , , , 
Cand01461,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0, , , , , , , , , , , , , , , , , , ,1,0,1,1,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , 
Cand01463,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,1,0,0,0,1,0,0,1,1,0, , , , , , , , , , , , , , , , , , , , 
Cand01466,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , ,1,0,0,1,0,0,1,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand01485,1,1,0,1,1,1,1,1,1,1,1,1, , , , , , , , ,0,1,1,1,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Cand01486,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, , , , , , , , ,0,0,1,0,1,0,1,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Cand01487,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , ,1,1,1,0,1,1,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,0,0,1,0,0,1
Cand01492,1,1,0,1,1,1,0,1,1,1,1,0, , , , , , , , ,0,1,1,0,0,0,0,0, , , , , , , , , , ,0,1,1,0,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , , , 
Cand01508,0,1,0,1,1,1,0,1,1,1,1,0, , , , , , , , ,0,0,1,0,1,0,0,0, , , , , , , , , , ,1,1,1,0,1,1,0,1,1,1, , , , , , , , , , , , , , , , , , , , 
Cand01525,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,1,0,0,1,0,0,0, , , , , , , , , , 
Cand01526,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,1,1,0,1,0,1,0, , , , , , , , , , 
Cand01529,0,1,0,1,1,1,0,1,0,1,1,1, , , , , , , , ,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,,,,,,,,,,, , , , , , , , , , , , , , , , , , , , 
Cand01542,0,1,0,1,1,1,0,1,0,0,1,1, , , , , , , , ,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,,,,,,,,,,, , , , , , , , , , , , , , , , , , , , 
Cand01560,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1, , , , , , , , ,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,, , , , , , , , , , , , , , , , , , , , 
Cand01564,0,1,0,1,0,1,0,1,0,1,1,1, , , , , , , , ,0,1,0,1,0,0,1,0, , , , , , , , , , ,0,1,1,0,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , 
Cand01582,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , 
Cand01597,1,1,0,1,1,0,0,1,0,1,1,0, , , , , , , , ,0,1,1,0,1,0,1,0, , , , , , , , , , ,1,1,1,0,1,0,1,1,0,0, , , , , , , , , , , , , , , , , , , , 
Cand01599,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,1,1,0,0,0,0,0, , , , , , , , , , 
Cand01603,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,0,0,1,0,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , 
Cand01609,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,0,1,1,0,0,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand01634,0,1,1,1,1,1,1,1,0,0,1,1, , , , , , , , ,0,1,1,0,1,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Cand01640,0,1,1,1,1,1,1,1,0,1,1,1, , , , , , , , ,1,1,0,0,0,1,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Cand01644,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , ,0,0,1,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , 
Cand01654,1,1,1,1,1,1,1,1,0,0,1,1, , , , , , , , ,0,1,1,0,1,1,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,1
Cand01670,1,1,0,1,0,1,0,1,0,1,1,0, , , , , , , , ,0,1,0,1,0,0,0,0, , , , , , , , , , ,1,1,1,1,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , 
Cand01683,1,0,0,1,1,0,1,1,0,1,1,1, , , , , , , , ,0,1,0,0,1,0,0,0, , , , , , , , , , ,0,1,1,1,1,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , 
Cand01685,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,1,0,0,0,0,0,0,0, , , , , , , , , , 
Cand01693,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,0,1,1,0,1,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand01696,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,1,0,1,0,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , 
Cand01703,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , ,0,1,1,0,1,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , 
Cand01714,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , 
Cand01716,1,1,0,1,1,1,1,1,1,1,1,0, , , , , , , , ,0,1,1,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Cand01732,0,1,1,1,0,1,0,1,0,0,1,1, , , , , , , , ,0,1,1,0,1,0,0,1, , , , , , , , , , ,1,1,1,0,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , , , 
Cand01744,0,0,1,1,1,1,0,1,0,0,1,1, , , , , , , , ,0,1,1,0,1,0,0,0, , , , , , , , , , ,0,0,1,1,0,0,0,1,1,1, , , , , , , , , , , , , , , , , , , , 
Cand01763,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,1, , , , , , , , ,1,0,1,1,1,0,0,0,1,1,,,,,,,,,,, , , , , , , , , , , , , , , , , , , , 
Cand01767,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1, , , , , , , , , , , , , , , , , , ,1,1,1,0,1,0,1,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand01783,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,1,0,1,0, , , , , , , , , , 
Cand01784,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,0,0,1,0,1,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , 
Cand01796,1,1,1,1,1,1,1,1,0,1,1,1, , , , , , , , ,0,1,1,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Cand01807,0,1,1,1,1,1,0,0,1,1,1,1, , , , , , , , ,0,1,1,0,1,0,0,0, , , , , , , , , , ,1,1,1,0,1,0,1,1,1,1, , , , , , , , , , , , , , , , , , , , 
Cand01816,1,1,1,1,1,1,1,1,0,1,1,1, , , , , , , , ,0,1,1,0,1,1,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,1,1,1,0,1,0,0,0
Cand01823,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , ,0,1,1,0,0,1,1,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand01824,1,1,0,1,1,1,0,1,1,0,1,1, , , , , , , , ,0,1,1,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Cand01846,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1, , , , , , , , ,1,0,0,1,0,0,0,1,0,0,,,,,,,,,,, , , , , , , , , , , , , , , , , , , , 
Cand01851,0,1,1,1,1,1,0,1,0,0,1,1, , , , , , , , ,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,,,,,,,,,,, , , , , , , , , , , , , , , , , , , , 
Cand01857,1,1,1,1,0,1,0,1,0,0,1,1, , , , , , , , ,1,1,1,0,0,0,0,0, , , , , , , , , , ,1,0,1,0,1,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand01860,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , ,0,1,1,0,0,0,1,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand01877,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,0,0,1,0,1,0,0,0, , , , , , , , , , 
Cand01893,0,1,1,1,1,1,1,0,0,0,1,1, , , , , , , , ,1,1,1,0,0,0,0,0, , , , , , , , , , ,1,1,1,0,1,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand01899,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,1,0,1,0,0,0, , , , , , , , , , 
Cand01901,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,0,0,1,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , 
Cand01904,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0, , , , , , , , , , , , , , , , , , ,1,1,1,0,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , , , 
Cand01910,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0, , , , , , , , ,1,1,1,0,1,0,1,1,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Cand01915,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , ,0,0,1,0,1,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , 
Cand01934,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,1,1,0,0,1,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand01939,0,1,1,1,0,0,0,1,0,0,1,1, , , , , , , , ,0,1,0,0,0,0,1,0, , , , , , , , , , ,1,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , 
Cand01955,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1, , , , , , , , ,0,1,0,0,1,0,1,1,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Cand01960,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,1,0,0,1,0, , , , , , , , , , 
Cand01970,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , ,1,0,1,0,1,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , 
Cand01979,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , 
Cand01982,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , ,1,0,1,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , 
Cand01987,0,1,0,1,1,1,0,1,0,0,1,0, , , , , , , , ,0,1,0,0,0,0,1,0, , , , , , , , , , ,1,1,1,0,1,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand01994,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1, , , , , , , , , , , , , , , , , , ,0,1,1,0,0,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand02000,0,1,0,1,1,1,1,1,0,0,1,1, , , , , , , , ,0,0,1,0,0,0,0,0, , , , , , , , , , ,0,0,1,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , 
Cand02006,0,1,0,1,1,1,1,0,0,1,1,1, , , , , , , , ,0,1,0,0,0,0,0,0, , , , , , , , , , ,1,1,0,0,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , , , 
Cand02026,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,0,0,1,0,1,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand02028,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,0,1,1,0,0,1,0,1,0,0, , , , , , , , , , , , , , , , , , , , 
Cand02038,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,1,1,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , 
Cand02041,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,0,0,0,0,0,0,0,0, , , , , , , , , , 
Cand02058,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,1,0,1,1,1,1,1,0, , , , , , , , , , 
Cand02060,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,0,1,0,1,1,0,1,0, , , , , , , , , , 
Cand02070,1,1,1,1,0,1,0,0,0,1,1,0, , , , , , , , ,0,1,1,0,0,0,1,1, , , , , , , , , , ,0,1,1,1,1,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , 
Cand02079,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,0,0,1,1,1,1,0,0,0,1, , , , , , , , , , , , , , , , , , , , 
Cand02093,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,1,0,0,0,0, , , , , , , , , , 
Cand02097,0,1,1,1,1,1,0,1,0,1,0,1, , , , , , , , ,0,1,1,0,0,0,1,0, , , , , , , , , , ,1,1,1,1,0,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand02117,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , ,1,1,1,0,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , 
Cand02128,0,1,0,1,1,1,0,1,0,0,1,1, , , , , , , , ,0,1,0,0,0,0,0,0, , , , , , , , , , ,0,0,1,1,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , 
Cand02138,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,1,1,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , 
Cand02148,0,1,0,1,1,1,0,1,0,1,1,1, , , , , , , , ,0,1,0,0,0,0,1,0, , , , , , , , , , ,1,1,1,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , 
Cand02164,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , , , , ,1,0,1,0,0,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Cand02189,1,1,1,1,1,1,0,1,0,1,1,0, , , , , , , , ,0,1,1,0,0,0,0,0, , , , , , , , , , ,0,1,1,1,1,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand02193,0,1,0,1,1,1,0,1,0,0,1,1, , , , , , , , ,0,1,1,0,1,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Cand02198,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,0,0,0,0,1,0,0,0, , , , , , , , , , 
Cand02209,1,1,0,1,1,1,0,0,0,1,1,0, , , , , , , , ,0,1,1,0,0,0,0,0, , , , , , , , , , ,0,1,1,0,1,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand02225,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , 
Cand02229,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,1,0,1,1,0,0, , , , , , , , , , 
Cand02246,0,1,1,1,1,1,0,0,0,1,1,1, , , , , , , , ,0,1,0,0,0,0,0,0, , , , , , , , , , ,0,1,1,0,1,0,0,1,1,0, , , , , , , , , , , , , , , , , , , , 
Cand02254,0,1,0,1,1,1,0,1,0,1,1,1, , , , , , , , ,1,1,1,0,0,1,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Cand02265,1,1,1,1,1,1,0,1,0,1,1,1, , , , , , , , ,1,1,0,1,1,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,0,0,0,1,0,0,1
Cand02288,0,1,1,1,1,1,1,1,0,1,1,0, , , , , , , , ,0,1,1,0,1,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Cand02290,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,1,1,0,0, , , , , , , , , , 
Cand02292,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,1,1,0,1,1,0,1, , , , , , , , , , 
Cand02297,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1, , , , , , , , , , , , , , , , , , ,0,0,1,0,0,0,0,1,1,0, , , , , , , , , , , , , , , , , , , , 
Cand02307,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1, , , , , , , , , , , , , , , , , , ,0,0,1,0,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , 
Cand02309,0,1,1,1,1,1,0,0,0,0,1,1, , , , , , , , ,0,1,0,0,0,0,0,0, , , , , , , , , , ,0,0,1,0,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , 
Cand02313,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,1,1,0,0,0, , , , , , , , , , 
Cand02324,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,1,1,0,1,0,0, , , , , , , , , , 
