Candidate,Item097,Item098,Item100,Item101,Item104,Item105,Item106,Item107,Item108,Item109,Item115,Item116,Item117,Item118,Item119,Item120,Item121,Item122,Item123,Item124,Item125,Item126,Item127,Item128,Item129,Item130,Item131,Item132,Item133,Item134,Item135,Item136,Item137,Item140,Item141,Item142,Item143,Item144,Item157,Item158,Item159,Item160,Item162,Item163,Item164,Item166,Item167,Item168,Item145,Item147,Item148,Item150,Item151,Item152,Item153,Item154,Item155,Item156,Item183,Item184,Item185,Item186,Item187,Item188,Item189,Item190,Item191,Item192
Cand02334,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,0,0,1,0,0,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand02355,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,0,1,1,1,1,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand02357,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , ,1,1,1,1,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , 
Cand02360,1,1,1,1,0,1,0,1,0,1,1,1, , , , , , , , ,0,1,1,0,0,1,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Cand02372,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,1,1,1,0,1,1,0,0,0,1, , , , , , , , , , , , , , , , , , , , 
Cand02388,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,0,1,1,0,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , 
Cand02392,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,1,0,0,0,0,0, , , , , , , , , , 
Cand02393,0,0,1,1,1,1,1,1,0,0,1,1, , , , , , , , ,1,1,1,0,1,0,0,0, , , , , , , , , , ,0,1,1,0,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , 
Cand02405,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,0,1,0,0,1,1,1,0,1,0, , , , , , , , , , , , , , , , , , , , 
Cand02422,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,1,0,0,1,0,0,0, , , , , , , , , , 
Cand02424,0,1,0,1,1,1,0,1,0,0,1,0, , , , , , , , ,0,1,1,0,0,0,1,0, , , , , , , , , , ,1,1,1,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , 
Cand02427,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , ,1,0,0,0,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , 
Cand02429,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1, , , , , , , , ,0,0,0,0,1,0,1,1,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Cand02433,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1, , , , , , , , , , , , , , , , , , ,0,1,0,0,1,0,1,1,1,1, , , , , , , , , , , , , , , , , , , , 
Cand02436,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,1,1,0,1,0, , , , , , , , , , 
Cand02439,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,0,1,1,1,0,0,0,0, , , , , , , , , , 
Cand02442,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1, , , , , , , , , , , , , , , , , , ,0,1,1,0,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , , , 
Cand02444,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,1,1,1,1,1,0,1,1,1,1, , , , , , , , , , , , , , , , , , , , 
Cand02456,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,1,1,0,0,0,0, , , , , , , , , , 
Cand02459,0,1,0,1,1,1,0,1,1,1,1,0, , , , , , , , ,0,1,0,0,0,0,0,0, , , , , , , , , , ,0,0,1,0,1,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand02487,1,1,0,1,1,1,0,1,0,1,1,1, , , , , , , , ,0,1,0,0,0,1,0,0, , , , , , , , , , ,1,1,1,0,0,0,0,1,1,1, , , , , , , , , , , , , , , , , , , , 
Cand02498,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,1,0,1,1,0,0,0, , , , , , , , , , 
Cand02500,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0, , , , , , , , , , , , , , , , , , ,0,0,1,0,1,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , 
Cand02501,0,1,1,1,1,1,1,1,0,1,1,1, , , , , , , , ,0,1,1,0,1,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Cand02506,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,0,0,1,0,0,0,0,0, , , , , , , , , , 
Cand02509,1,1,1,1,1,1,0,0,0,0,1,0, , , , , , , , ,1,1,0,0,1,0,1,0, , , , , , , , , , ,0,1,1,0,1,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , 
Cand02515,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , 
Cand02545,0,1,0,1,1,1,1,1,0,1,1,0, , , , , , , , ,0,1,1,0,1,0,0,0, , , , , , , , , , ,0,1,1,0,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , , , 
Cand02550,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0, , , , , , , , ,0,1,1,0,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Cand02551,0,1,1,1,1,1,0,1,0,0,1,1, , , , , , , , ,0,1,0,0,0,0,1,0, , , , , , , , , , ,1,0,1,1,1,0,1,0,0,1, , , , , , , , , , , , , , , , , , , , 
Cand02554,0,1,0,1,1,1,0,1,0,0,1,0, , , , , , , , ,0,1,0,0,0,0,1,0, , , , , , , , , , ,1,1,1,1,1,0,0,1,1,0, , , , , , , , , , , , , , , , , , , , 
Cand02555,0,1,1,1,1,1,0,1,1,1,1,1, , , , , , , , ,0,1,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,1,0,0,0,0,1,0,0
Cand02556,1,1,1,1,1,1,0,1,0,0,1,1, , , , , , , , ,0,1,1,0,0,1,0,0, , , , , , , , , , ,0,1,1,0,1,1,0,0,1,1, , , , , , , , , , , , , , , , , , , , 
Cand02566,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , ,0,0,1,0,1,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand02608,0,1,1,1,1,1,0,1,0,1,1,1, , , , , , , , ,0,1,1,0,0,0,0,0, , , , , , , , , , ,0,1,0,0,1,1,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand02610,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,1,1,0,0,0,0,0, , , , , , , , , , 
Cand02634,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,0,1,1,0,1,0,0,0, , , , , , , , , , 
Cand02648,0,1,1,1,1,1,0,1,1,0,1,1, , , , , , , , ,0,1,0,0,0,0,1,0, , , , , , , , , , ,1,1,1,1,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , 
Cand02660,0,0,0,1,1,1,0,1,0,1,1,1, , , , , , , , ,1,1,0,0,0,0,1,0, , , , , , , , , , ,0,0,1,1,0,0,0,1,1,0, , , , , , , , , , , , , , , , , , , , 
Cand02668,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,1,1,0,0,0,0, , , , , , , , , , 
Cand02696,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,1,0,1,0,1,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , 
Cand02700,0,1,0,1,1,0,0,0,0,1,1,1, , , , , , , , ,0,1,1,0,0,0,1,0, , , , , , , , , , ,1,0,1,0,0,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand02717,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , ,1,0,0,0,1,0,1,1,1,0, , , , , , , , , , , , , , , , , , , , 
Cand02719,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1, , , , , , , , , , , , , , , , , , ,1,0,1,0,0,0,0,1,1,0, , , , , , , , , , , , , , , , , , , , 
Cand02721,0,1,1,1,1,1,0,1,0,0,1,0, , , , , , , , ,0,1,0,1,1,1,0,0, , , , , , , , , , ,1,1,1,1,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , 
Cand02730,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,0,1,1,1,0,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand02739,0,1,0,1,1,0,0,1,0,1,1,0, , , , , , , , ,0,1,1,0,1,1,1,0, , , , , , , , , , ,1,1,1,0,1,0,1,0,0,1, , , , , , , , , , , , , , , , , , , , 
Cand02743,0,1,0,0,1,1,1,1,1,1,1,0, , , , , , , , ,0,1,1,0,0,0,0,0, , , , , , , , , , ,1,1,1,0,0,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand02746,0,1,0,1,1,1,0,1,0,0,1,1, , , , , , , , ,0,1,1,0,0,0,1,0, , , , , , , , , , ,1,1,1,0,1,1,0,0,1,1, , , , , , , , , , , , , , , , , , , , 
Cand02757,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1, , , , , , , , , , , , , , , , , , ,1,0,1,0,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , 
Cand02760,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,1,1,0,1,0,0, , , , , , , , , , 
Cand02773,0,1,1,1,1,0,0,1,0,1,1,1, , , , , , , , ,0,1,1,0,0,0,1,0, , , , , , , , , , ,1,0,0,1,1,1,0,1,0,0, , , , , , , , , , , , , , , , , , , , 
Cand02792,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,0,0,0,1,0,0,0,0, , , , , , , , , , 
Cand02797,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,1,1,1,0,0,0, , , , , , , , , , 
Cand02802,1,1,0,1,1,1,0,1,0,0,1,1, , , , , , , , ,0,1,1,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Cand02807,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1, , , , , , , , , , , , , , , , , , ,1,1,1,1,1,0,1,1,1,0, , , , , , , , , , , , , , , , , , , , 
Cand02811,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,0,0,1,1,0,0,0,0, , , , , , , , , , 
Cand02813,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,1,1,1,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , 
Cand02819,0,1,0,1,1,0,0,1,0,0,1,1, , , , , , , , ,0,0,1,0,0,0,1,0, , , , , , , , , , ,0,1,1,1,1,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , 
Cand02820,0,1,0,1,1,1,0,1,0,0,1,1, , , , , , , , ,0,1,1,0,1,0,0,0, , , , , , , , , , ,1,1,1,0,1,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand02825,0,1,1,1,1,1,1,1,0,0,0,1, , , , , , , , ,0,1,1,0,0,0,1,0, , , , , , , , , , ,0,1,1,1,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , , , 
Cand02832,0,1,0,1,1,1,0,0,0,1,1,1, , , , , , , , ,0,1,1,0,0,0,1,0, , , , , , , , , , ,1,1,0,0,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , , , 
Cand02833,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,0,1,1,0,1,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , 
Cand02846,1,1,0,1,1,1,0,1,1,1,1,0, , , , , , , , ,0,1,1,1,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Cand02849,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1, , , , , , , , ,0,0,0,0,0,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Cand02850,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1, , , , , , , , ,0,0,1,0,0,0,1,1,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Cand02855,0,1,1,1,1,1,0,1,0,1,1,1, , , , , , , , ,0,1,1,0,1,0,0,0, , , , , , , , , , ,1,0,1,0,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , 
Cand02859,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,0,0,0,1,0,0,0,0, , , , , , , , , , 
Cand02879,0,1,0,1,1,1,0,0,0,1,1,1, , , , , , , , ,1,1,1,0,1,0,0,0, , , , , , , , , , ,1,1,0,0,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , 
Cand02880,0,1,0,1,1,1,0,1,1,1,1,0, , , , , , , , ,1,1,1,0,0,0,1,0, , , , , , , , , , ,1,1,1,0,1,1,0,1,1,1, , , , , , , , , , , , , , , , , , , , 
Cand02887,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,1,1,0,0,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , 
Cand02895,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1, , , , , , , , , , , , , , , , , , ,1,1,1,0,1,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand02918,0,0,0,1,1,1,0,1,0,0,1,1, , , , , , , , ,0,1,1,0,0,0,1,0, , , , , , , , , , ,1,0,1,0,1,1,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand02922,0,1,0,1,1,0,1,0,0,1,1,1, , , , , , , , ,0,1,1,0,0,0,1,0, , , , , , , , , , ,1,1,1,1,0,0,0,1,1,1, , , , , , , , , , , , , , , , , , , , 
Cand02938,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , ,0,0,1,0,1,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , 
Cand02946,1,1,0,1,1,1,1,0,0,0,1,0, , , , , , , , ,0,1,0,0,0,0,0,0, , , , , , , , , , ,1,0,0,0,1,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , 
Cand02954,1,1,0,1,1,1,0,1,0,1,1,0, , , , , , , , ,0,1,1,0,1,1,0,0, , , , , , , , , , ,1,0,1,0,0,1,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand02959,0,1,1,1,0,0,0,1,0,1,1,1, , , , , , , , ,0,1,1,0,0,0,0,0, , , , , , , , , , ,0,0,1,0,1,1,0,1,1,1, , , , , , , , , , , , , , , , , , , , 
Cand02988,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,1,0,1,1,0,0,0, , , , , , , , , , 
Cand02989,0,1,1,1,0,1,0,1,1,0,1,1, , , , , , , , ,0,0,1,0,0,0,1,0, , , , , , , , , , ,1,0,1,0,0,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , 
Cand03023,0,1,1,1,1,1,0,1,0,0,1,1, , , , , , , , ,1,1,1,0,1,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Cand03031,0,1,0,1,1,1,0,1,0,0,1,1, , , , , , , , ,0,1,1,0,0,0,1,0, , , , , , , , , , ,1,1,1,1,1,0,0,1,1,0, , , , , , , , , , , , , , , , , , , , 
Cand03049,0,1,0,1,1,1,0,1,0,1,1,0, , , , , , , , ,0,0,0,0,0,0,1,0, , , , , , , , , , ,1,0,1,0,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , 
Cand03065,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,1,0,0,0, , , , , , , , , , 
Cand03067,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,0,1,1,1,1,0,0,1,1,0, , , , , , , , , , , , , , , , , , , , 
Cand03072,0,1,1,1,1,1,1,1,1,0,1,1, , , , , , , , ,0,1,1,0,0,0,0,0, , , , , , , , , , ,1,1,1,0,1,1,0,1,1,1, , , , , , , , , , , , , , , , , , , , 
Cand03095,0,0,0,1,1,1,0,1,0,1,1,1, , , , , , , , ,0,1,1,0,0,0,1,0, , , , , , , , , , ,0,0,1,0,1,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand03110,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,1,0,1,1,1,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand03115,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,1,1,1,1,1,0,0, , , , , , , , , , 
Cand03132,0,1,0,1,1,1,0,1,0,1,1,0, , , , , , , , ,0,1,0,0,0,0,1,0, , , , , , , , , , ,1,0,0,0,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , , , 
Cand03152,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , ,0,1,1,0,1,1,0,1,1,1, , , , , , , , , , , , , , , , , , , , 
Cand03159,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1, , , , , , , , ,0,1,1,1,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Cand03169,0,1,0,1,1,1,0,0,1,1,0,1, , , , , , , , ,0,1,1,0,0,0,1,0, , , , , , , , , , ,1,1,1,1,1,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , 
Cand03172,0,1,0,1,1,0,0,1,1,1,1,1, , , , , , , , ,1,0,1,0,0,0,1,0, , , , , , , , , , ,0,0,1,0,1,0,0,1,1,0, , , , , , , , , , , , , , , , , , , , 
Cand03175,0,1,1,1,0,1,0,1,0,1,1,0, , , , , , , , ,0,1,1,0,0,0,1,0, , , , , , , , , , ,0,0,0,1,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , 
Cand03192,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,0,0,0,0,0,0,1,0, , , , , , , , , , 
Cand03193,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,0,1,1,0,1,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand03202,0,1,1,1,1,1,0,1,1,0,1,0, , , , , , , , ,1,1,1,0,0,0,1,0, , , , , , , , , , ,1,1,1,0,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , , , 
Cand03203,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,0,1,1,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , 
Cand03204,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , ,1,1,0,1,1,1,0,0,0,1, , , , , , , , , , , , , , , , , , , , 
Cand03215,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0, , , , , , , , , , , , , , , , , , ,1,0,1,0,1,0,1,0,0,1, , , , , , , , , , , , , , , , , , , , 
Cand03219,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,1,1,1,1,0,0,0, , , , , , , , , , 
Cand03235,0,1,1,1,1,1,0,1,0,1,1,0, , , , , , , , ,1,1,1,0,0,0,0,0, , , , , , , , , , ,1,1,1,0,1,1,1,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand03237,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,0,1,1,0,1,0,1,1,0,0, , , , , , , , , , , , , , , , , , , , 
Cand03242,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , 
Cand03244,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,0,1,1,1,1,0,0,0, , , , , , , , , , 
Cand03246,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,1,0,0,0,1,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , 
Cand03254,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , ,1,0,1,0,1,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand03258,0,1,0,1,1,1,0,1,0,0,1,1, , , , , , , , ,0,1,1,0,0,0,1,0, , , , , , , , , , ,1,1,1,0,1,1,1,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand03262,1,1,0,1,1,1,1,1,0,0,1,0, , , , , , , , ,0,1,0,0,0,0,1,0, , , , , , , , , , ,1,0,1,0,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , 
Cand03269,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,1,1,1,0,0,0, , , , , , , , , , 
Cand03287,1,1,0,1,1,1,0,1,0,0,1,0, , , , , , , , ,0,1,0,1,1,1,0,0, , , , , , , , , , ,0,1,1,1,0,1,1,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand03298,0,1,0,1,0,1,0,1,1,1,1,1, , , , , , , , ,0,1,1,0,0,0,1,0, , , , , , , , , , ,1,1,0,0,0,0,1,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand03306,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,0,0,0,1,1,1,1,0, , , , , , , , , , 
Cand03318,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,1,0,1,1,0,0,0, , , , , , , , , , 
Cand03323,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , ,0,0,1,0,1,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand03338,1,1,0,1,1,0,0,1,0,1,1,1, , , , , , , , ,0,1,0,0,0,0,0,0, , , , , , , , , , ,1,1,0,0,0,0,1,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand03344,0,1,0,1,1,1,0,1,0,1,1,0, , , , , , , , ,0,1,1,0,1,0,1,0, , , , , , , , , , ,1,1,1,0,0,0,0,1,1,0, , , , , , , , , , , , , , , , , , , , 
Cand03361,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,0,0,1,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , 
Cand03363,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,1,1,1,1,0,0,0, , , , , , , , , , 
Cand03365,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,0,1,1,0,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , 
Cand03375,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,0,0,0,0,1,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , 
Cand03378,1,1,1,1,1,1,1,1,0,0,1,0, , , , , , , , ,0,1,1,0,1,0,0,0, , , , , , , , , , ,0,1,0,0,0,1,0,0,0,1, , , , , , , , , , , , , , , , , , , , 
Cand03387,1,1,0,1,1,1,0,1,0,1,1,0, , , , , , , , ,0,0,0,0,0,0,1,0, , , , , , , , , , ,1,1,0,1,1,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand03394,1,1,1,1,0,0,0,1,0,1,1,0, , , , , , , , ,0,1,1,0,0,0,0,0, , , , , , , , , , ,1,0,1,0,1,1,0,1,1,1, , , , , , , , , , , , , , , , , , , , 
Cand03413,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,1,1,0,1,0, , , , , , , , , , 
Cand03415,1,1,0,1,1,1,0,1,0,1,1,0, , , , , , , , ,0,1,1,0,1,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Cand03416,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,0,0,1,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , 
Cand03422,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,1,0,1,0,0,0, , , , , , , , , , 
